MonitoringRef_ZDE,reflex_lda_id,reflex_lda_nom,reflex_zdl_id,reflex_zdl_nom,reflex_zde_id,reflex_zde_nom,gtfs_stop_id,Lineref,gtfs_line_name,codifligne_line_id,codifligne_line_externalcode,destination_code,codifligne_network_name,gtfs_agency,opendata_date,Dispo,reflex_zde_x,reflex_zde_y,xy,
STIF:StopPoint:Q:12681:,63663,Les Hélices (Est),43744,Les Hélices (Est),12681,Les Hélices,StopPoint:80:116,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,641392.133,6853269.057,48.7768524443, 2.20244900718
STIF:StopPoint:Q:12682:,63663,Les Hélices (Est),43744,Les Hélices (Est),12682,Les Hélices,StopPoint:80:117,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,641392.234,6853281.049,48.7769603022, 2.20244873329
STIF:StopPoint:Q:12683:,63664,Les Ailes,43694,Les Ailes,12683,Les Ailes,StopPoint:80:110,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,641988.864,6853280.041,48.7770051588, 2.21056743857
STIF:StopPoint:Q:12684:,63664,Les Ailes,43694,Les Ailes,12684,Les Ailes,StopPoint:80:111,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,641989.897,6853284.03,48.7770411263, 2.21058095233
STIF:StopPoint:Q:12685:,63647,Rond-Point de Gisy,53366,Rond-Point de Gisy,12685,Rond Point Val de Grâce,StopPoint:80:185,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,642621.06,6853112.0,48.7755504313, 2.21919259478
STIF:StopPoint:Q:12686:,63647,Rond-Point de Gisy,53366,Rond-Point de Gisy,12686,Rond Point Val de Grâce,StopPoint:80:186,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,642625.06,6853109.0,48.7755238068, 2.21924742651
STIF:StopPoint:Q:12687:,63608,Velizy - Base Aérienne 107,52897,Velizy - Base Aérienne 107,12687,Base Aérienne 107,StopPoint:80:15,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,642413.65,6852808.762,48.7728048045, 2.21641131088
STIF:StopPoint:Q:12688:,63608,Velizy - Base Aérienne 107,52897,Velizy - Base Aérienne 107,12688,Base Aérienne 107,StopPoint:80:16,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,642423.644,6852808.678,48.7728049409, 2.2165473036
STIF:StopPoint:Q:12689:,73918,L'Onde - Maison des Arts / Matra,43501,L'Onde - Maison des Arts,12689,L'Onde Maison des Arts,StopPoint:80:125,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,639574.345,6853876.944,48.7821516897, 2.17762768972
STIF:StopPoint:Q:12690:,73918,L'Onde - Maison des Arts / Matra,43501,L'Onde - Maison des Arts,12690,L'Onde Maison des Arts,StopPoint:80:126,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,639568.316,6853872.997,48.7821156283, 2.17754620253
STIF:StopPoint:Q:12692:,63706,Mairie de Vélizy,42430,Mairie de Vélizy,12692,Mairie de Vélizy,StopPoint:80:234,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,640639.6,6853628.0,48.7800117503, 2.19215908272
STIF:StopPoint:Q:12693:,63706,Mairie de Vélizy,42430,Mairie de Vélizy,12693,Mairie de Vélizy,StopPoint:80:222,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,640762.9,6853669.0,48.7803918109, 2.19383127013
STIF:StopPoint:Q:12694:,63703,Louvois,43830,Louvois,12694,Louvois,StopPoint:80:127,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641140.795,6853567.985,48.7795179348, 2.19898770474
STIF:StopPoint:Q:12695:,63703,Louvois,43830,Louvois,12695,Louvois,StopPoint:80:128,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641121.312,6853628.112,48.7800569008, 2.19871427645
STIF:StopPoint:Q:12712:,63710,Résidence Europe,53375,Résidence Europe,12712,Résidence Europe,StopPoint:80:178,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641468.597,6853687.161,48.7806195512, 2.20343208338
STIF:StopPoint:Q:12713:,63710,Résidence Europe,53375,Résidence Europe,12713,Résidence Europe,StopPoint:80:179,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641493.505,6853677.957,48.7805390357, 2.20377230238
STIF:StopPoint:Q:12713:,63710,Résidence Europe,53375,Résidence Europe,12713,Résidence Europe,StopPoint:80:179,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641493.505,6853677.957,48.7805390357, 2.20377230238
STIF:StopPoint:Q:12714:,73919,La Cheminée,43315,Grange Dame Rose,12714,Grange Dame Rose,StopPoint:80:77,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641600.572,6853931.904,48.7828325713, 2.20519451633
STIF:StopPoint:Q:12715:,73919,La Cheminée,43315,Grange Dame Rose,12715,Grange Dame Rose,StopPoint:80:78,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641624.514,6853926.706,48.7827879909, 2.20552105232
STIF:StopPoint:Q:12715:,73919,La Cheminée,43315,Grange Dame Rose,12715,Grange Dame Rose,StopPoint:80:78,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641624.514,6853926.706,48.7827879909, 2.20552105232
STIF:StopPoint:Q:12717:,73919,La Cheminée,45033,La Cheminée,12717,La Cheminée,StopPoint:80:213,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641655.408,6854035.381,48.783768137, 2.20592661198
STIF:StopPoint:Q:12717:,73919,La Cheminée,45033,La Cheminée,12717,La Cheminée,StopPoint:80:213,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641655.408,6854035.381,48.783768137, 2.20592661198
STIF:StopPoint:Q:12718:,73919,La Cheminée,45033,La Cheminée,12718,La Cheminée,StopPoint:80:214,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641677.368,6854032.198,48.783741497, 2.20622590423
STIF:StopPoint:Q:12718:,73919,La Cheminée,45033,La Cheminée,12718,La Cheminée,StopPoint:80:214,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641677.368,6854032.198,48.783741497, 2.20622590423
STIF:StopPoint:Q:12722:,63775,Marcel Dassault,52243,Marcel Dassault,12722,Marcel Dassault,StopPoint:80:138,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642009.1,6854266.5,48.7858785593, 2.21070861855
STIF:StopPoint:Q:12723:,63733,Nieuport,44196,Nieuport,12723,Nieuport,StopPoint:80:151,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641780.35,6853918.403,48.7827274018, 2.20764294114
STIF:StopPoint:Q:12726:,63701,Europe Sud / Morane Saulnier,42973,Europe Sud,12726,Europe Sud,StopPoint:80:65,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641596.856,6853608.132,48.7799204385, 2.20518829841
STIF:StopPoint:Q:12728:,63717,Inovel Parc Nord,44285,Inovel Parc Nord,12728,Inovel Parc Nord,StopPoint:80:103,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641908.248,6853796.404,48.7816417516, 2.20940011302
STIF:StopPoint:Q:12729:,416744,Dewoitine,42846,Dewoitine,12729,Dewoitine,StopPoint:80:52,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642298.645,6854109.935,48.7844964824, 2.21467043422
STIF:StopPoint:Q:12734:,420144,Centre commercial Vélizy 2 (Nord) / Europe Nord,59053,Centre commercial Vélizy 2 (Nord) / Europe Nord,12734,Vélizy 2,StopPoint:80:91,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642597.341,6854214.364,48.7854622964, 2.21872143154
STIF:StopPoint:Q:12735:,69471,Pasteur,43826,Pasteur,12735,Pasteur,StopPoint:80:172,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,642616.797,6854389.094,48.7870354323, 2.21896269783
STIF:StopPoint:Q:12736:,69473,Copernic,42756,Copernic,12736,Copernic,StopPoint:80:33,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,642347.271,6854545.262,48.7884158677, 2.21527332278
STIF:StopPoint:Q:12743:,70698,Pont de Sèvres,44481,Pont de Sèvres,12743,Pont de Sèvres,StopPoint:80:162,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,643395.703,6859078.708,48.8292787439, 2.22894036318
STIF:StopPoint:Q:12743:,70698,Pont de Sèvres,44481,Pont de Sèvres,12743,Pont de Sèvres,StopPoint:80:162,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,643395.703,6859078.708,48.8292787439, 2.22894036318
STIF:StopPoint:Q:12806:,69474,Aérodrome Morane / Le Mail,42162,Aérodrome Morane,12806,Morane,StopPoint:80:145,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642766.689,6854267.91,48.785958901, 2.22101900237
STIF:StopPoint:Q:12807:,69474,Aérodrome Morane / Le Mail,42162,Aérodrome Morane,12807,Morane,StopPoint:80:146,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642872.623,6854505.876,48.7881083979, 2.22242884357
STIF:StopPoint:Q:12807:,69474,Aérodrome Morane / Le Mail,42162,Aérodrome Morane,12807,Morane,StopPoint:80:146,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,642872.623,6854505.876,48.7881083979, 2.22242884357
STIF:StopPoint:Q:15147:,73859,Porchefontaine (Rue Pierre Curie),46708,Porchefontaine (Rue Pierre Curie),15147,Porchefontaine,StopPoint:2:925,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,638399.182,6855678.71,48.7982442493, 2.16137489648
STIF:StopPoint:Q:16939:,67015,Fleurance Muguet,56397,Fleurance Muguet,16939,Fleurance Muguet,StopPoint:40:491,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,632797.5,6885951.5,49.0698965839, 2.08032106535
STIF:StopPoint:Q:20064:,67037,Lycee Paul Emile Victor / Stade Chri. Léon,44893,Stade Chri. Léon,20064,Stade C. Léon,StopPoint:40:430,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,632106.75,6886288.0,49.0728492741, 2.07081470169
STIF:StopPoint:Q:20065:,67037,Lycee Paul Emile Victor / Stade Chri. Léon,44893,Stade Chri. Léon,20065,Stade C. Léon,StopPoint:40:545,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,632080.2,6886219.5,49.0722305967, 2.07046240814
STIF:StopPoint:Q:20386:,64218,INRIA,43405,INRIA,20386,INRIA,StopPoint:2:1070,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,634302.283,6860043.436,48.8370916649, 2.10493137185
STIF:StopPoint:Q:20444:,70692,Musée de Sèvres,44189,Musée de Sèvres,20444,Musée de Sèvres,StopPoint:80:135,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,643106.092,6858985.197,48.8284123012, 2.22500805734
STIF:StopPoint:Q:21784:,69884,Pointe du Lac,44453,Pointe du Lac,21784,POINTE DU LAC,StopPoint:59686,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,660630.56,6852208.0,48.7687704532, 2.46433844517
STIF:StopPoint:Q:21902:,71311,République,44617,République,21902,RÉPUBLIQUE,StopPoint:59587,STIF:Line::C01373:,3,C01373,100110003:3,-,METRO,METRO,2017-01-03,1,653348.464,6863213.567,48.8672606552, 2.36405605436
STIF:StopPoint:Q:21903:,71311,République,44617,République,21903,RÉPUBLIQUE,StopPoint:59634,STIF:Line::C01375:,5,C01375,100110005:5,-,METRO,METRO,2017-01-03,1,653332.811,6863253.674,48.8676201967, 2.36383828054
STIF:StopPoint:Q:21904:,73658,Michel-Ange - Molitor,44139,Michel-Ange - Molitor,21904,MICHEL-ANGE-MOLITOR,StopPoint:59371,STIF:Line::C01380:,10,C01380,100110010:10,-,METRO,METRO,2017-01-03,1,645863.693,6860801.938,48.8449877152, 2.26233786089
STIF:StopPoint:Q:21906:,73688,Haussmann Saint-Lazare,58718,Havre Caumartin,21906,HAVRE-CAUMARTIN,StopPoint:59442,STIF:Line::C01373:,3,C01373,100110003:3,-,METRO,METRO,2017-01-03,1,650746.0,6863925.022,48.8734648612, 2.32849900265
STIF:StopPoint:Q:21907:,71206,Michel-Ange - Auteuil,44138,Michel-Ange - Auteuil,21907,MICHEL-ANGE-AUTEUIL,StopPoint:59360,STIF:Line::C01380:,10,C01380,100110010:10,-,METRO,METRO,2017-01-03,1,646051.32,6861128.165,48.8479371782, 2.26485293751
STIF:StopPoint:Q:21908:,71292,Rue de la Pompe,44461,Rue de la Pompe,21908,RUE DE LA POMPE (AVENUE GEORGES MANDEL),StopPoint:59485,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,647027.9,6862933.871,48.8642566238, 2.27793483396
STIF:StopPoint:Q:21909:,71326,Grands Boulevards,43310,Grands Boulevards,21909,GRANDS BOULEVARDS,StopPoint:59487,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,651824.457,6863699.09,48.8715146809, 2.34322700505
STIF:StopPoint:Q:21910:,71781,Saint-Ambroise,45205,Saint-Ambroise - Lenoir,21910,SAINT-AMBROISE,StopPoint:59488,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,654011.78,6862584.368,48.8616500564, 2.37316594309
STIF:StopPoint:Q:21911:,73690,Saint-Augustin,44857,Saint-Augustin,21911,SAINT-AUGUSTIN,StopPoint:59489,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,650178.245,6864032.731,48.8743897895, 2.32074630227
STIF:StopPoint:Q:21912:,71334,Saint-Philippe du Roule,44884,Saint-Philippe du Roule,21912,SAINT-PHILIPPE DU ROULE,StopPoint:59490,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,649445.947,6863826.012,48.8724737549, 2.31078749039
STIF:StopPoint:Q:21913:,71710,Porte de Montreuil,44520,Porte de Montreuil,21913,PORTE DE MONTREUIL,StopPoint:59491,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,656742.238,6861643.971,48.8533822552, 2.41047722169
STIF:StopPoint:Q:21914:,71084,Porte de Saint-Cloud,44524,Porte de Saint-Cloud,21914,PORTE DE SAINT-CLOUD,StopPoint:59492,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,645362.105,6859981.647,48.8375685575, 2.25560898527
STIF:StopPoint:Q:21915:,71243,Ranelagh,44594,Ranelagh,21915,RANELAGH,StopPoint:59493,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,646435.13,6861966.434,48.8555076384, 2.26997713086
STIF:StopPoint:Q:21916:,71750,Voltaire,45065,Voltaire,21916,VOLTAIRE (LÉON BLUM),StopPoint:59616,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,654513.723,6862137.416,48.8576662971, 2.38005513191
STIF:StopPoint:Q:21917:,71285,Trocadéro,44962,Trocadéro,21917,TROCADÉRO,StopPoint:59617,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,647681.372,6862798.462,48.8630923272, 2.28685852328
STIF:StopPoint:Q:21918:,71311,République,44617,République,21918,RÉPUBLIQUE,StopPoint:59618,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,653315.629,6863230.832,48.8674135374, 2.36360657714
STIF:StopPoint:Q:21919:,71673,Nation,44191,Nation,21919,NATION,StopPoint:59248,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,655799.781,6861165.187,48.8490125875, 2.39768355043
STIF:StopPoint:Q:21920:,73633,Strasbourg - Saint-Denis,44909,Strasbourg Saint-Denis,21920,STRASBOURG-SAINT-DENIS,StopPoint:59274,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,652652.769,6863438.282,48.8692307123, 2.35454786638
STIF:StopPoint:Q:21921:,71330,Richelieu Drouot,44642,Richelieu Drouot,21921,RICHELIEU-DROUOT,StopPoint:59481,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,651540.193,6863766.44,48.8720990185, 2.339344157
STIF:StopPoint:Q:21922:,71206,Michel-Ange - Auteuil,44138,Michel-Ange - Auteuil,21922,MICHEL-ANGE-AUTEUIL,StopPoint:59394,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,646007.341,6861127.535,48.847927829, 2.2642537598
STIF:StopPoint:Q:21923:,73658,Michel-Ange - Molitor,44139,Michel-Ange - Molitor,21923,MICHEL-ANGE-MOLITOR,StopPoint:59395,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,645833.78,6860810.184,48.8450593569, 2.26192923942
STIF:StopPoint:Q:21924:,71346,Miromesnil,43511,Miromesnil,21924,MIROMESNIL,StopPoint:59494,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,649799.701,6863940.969,48.8735352034, 2.31559645645
STIF:StopPoint:Q:21926:,73688,Haussmann Saint-Lazare,58718,Havre Caumartin,21926,HAVRE-CAUMARTIN,StopPoint:59445,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,650781.943,6863920.722,48.8734289402, 2.32898950362
STIF:StopPoint:Q:21927:,71294,Iéna,43395,Iéna,21927,IÉNA,StopPoint:59619,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,648211.193,6862933.929,48.8643533677, 2.29406347972
STIF:StopPoint:Q:21928:,73657,Jasmin,43423,Jasmin,21928,JASMIN,StopPoint:59495,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,646283.369,6861626.914,48.8524417523, 2.26795183178
STIF:StopPoint:Q:21929:,71245,La Muette,43567,La Muette,21929,LA MUETTE,StopPoint:59207,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,646741.342,6862251.69,48.8580982829, 2.27411444789
STIF:StopPoint:Q:21930:,71124,Exelmans,42977,Exelmans,21930,EXELMANS,StopPoint:59496,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,645701.862,6860572.436,48.8429102065, 2.26016217748
STIF:StopPoint:Q:21931:,71318,Franklin D. Roosevelt,43026,Franklin D. Roosevelt,21931,FRANKLIN-ROOSEVELT,StopPoint:59249,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,649380.574,6863419.807,48.8688157195, 2.3099446882
STIF:StopPoint:Q:21932:,73689,Chaussée d'Antin - La Fayette,42589,Chaussée d'Antin - La Fayette,21932,CHAUSSÉE D'ANTIN (LA FAYETTE),StopPoint:59620,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,651080.214,6863855.254,48.8728629276, 2.33306330231
STIF:StopPoint:Q:21933:,71320,Bonne Nouvelle,45100,Bonne Nouvelle,21933,BONNE NOUVELLE,StopPoint:59497,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,652238.231,6863582.681,48.8704986568, 2.34888077919
STIF:StopPoint:Q:21934:,73647,Charonne,42560,Charonne,21934,CHARONNE,StopPoint:59499,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,654877.657,6861798.56,48.8546445786, 2.38505105266
STIF:StopPoint:Q:21935:,71290,Alma - Marceau,42182,Alma - Marceau,21935,ALMA-MARCEAU,StopPoint:59500,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,648739.789,6862923.493,48.8643018007, 2.30126968609
STIF:StopPoint:Q:21936:,71703,Maraîchers,44072,Maraîchers,21936,MARAÎCHERS,StopPoint:59501,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,656442.7,6861559.5,48.8526024278, 2.40640388335
STIF:StopPoint:Q:21937:,71311,République,44617,République,21937,RÉPUBLIQUE,StopPoint:59643,STIF:Line::C01381:,11,C01381,100110011:11,-,METRO,METRO,2017-01-03,1,653276.496,6863212.173,48.8672429027, 2.36307519749
STIF:StopPoint:Q:21938:,70698,Pont de Sèvres,44481,Pont de Sèvres,21938,PONT DE SÈVRES,StopPoint:59621,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,643514.01,6859123.687,48.8296936187, 2.23054586014
STIF:StopPoint:Q:21939:,71034,Billancourt,42334,Billancourt,21939,BILLANCOURT,StopPoint:59504,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,644076.864,6859384.803,48.8320909145, 2.2381782831
STIF:StopPoint:Q:21940:,71054,Marcel Sembat,47021,Marcel Sembat,21940,MARCEL SEMBAT,StopPoint:59505,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,644469.204,6859572.394,48.8338118404, 2.24349818612
STIF:StopPoint:Q:21941:,71785,Mairie de Montreuil,44052,Mairie de Montreuil,21941,MAIRIE DE MONTREUIL,StopPoint:59507,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,659051.029,6862616.966,48.8622832531, 2.44184693944
STIF:StopPoint:Q:21942:,71725,Robespierre,44650,Robespierre,21942,ROBESPIERRE,StopPoint:59508,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,657712.744,6861892.659,48.8556831334, 2.42367820103
STIF:StopPoint:Q:21943:,71756,Croix de Chavaux,42789,Croix de Chavaux,21943,CROIX-DE-CHAVAUX (JACQUES DUCLOS),StopPoint:59506,STIF:Line::C01379:,9,C01379,100110009:9,-,METRO,METRO,2017-01-03,1,658610.317,6862143.958,48.8580013493, 2.43588609749
STIF:StopPoint:Q:21945:,71808,Gambetta,43055,Gambetta,21945,GAMBETTA,StopPoint:59325,STIF:Line::C01386:,3B,C01386,100110103:3B,-,METRO,METRO,2017-01-03,1,655877.704,6862946.454,48.8650367639, 2.39856048522
STIF:StopPoint:Q:21946:,71860,Saint-Fargeau,44864,Saint-Fargeau,21946,SAINT-FARGEAU,StopPoint:59326,STIF:Line::C01386:,3B,C01386,100110103:3B,-,METRO,METRO,2017-01-03,1,656305.65,6863684.41,48.8717022684, 2.40431779323
STIF:StopPoint:Q:21947:,71889,Porte des Lilas,44529,Porte des Lilas,21947,PORTE DES LILAS,StopPoint:59327,STIF:Line::C01386:,3B,C01386,100110103:3B,-,METRO,METRO,2017-01-03,1,656462.442,6864265.741,48.8769406862, 2.40639567029
STIF:StopPoint:Q:21948:,71828,Pelleport,45630,Pelleport,21948,PELLEPORT,StopPoint:59328,STIF:Line::C01386:,3B,C01386,100110103:3B,-,METRO,METRO,2017-01-03,1,656084.547,6863299.501,48.8682258046, 2.40134340864
STIF:StopPoint:Q:21949:,71889,Porte des Lilas,44529,Porte des Lilas,21949,PORTE DES LILAS,StopPoint:59330,STIF:Line::C01381:,11,C01381,100110011:11,-,METRO,METRO,2017-01-03,1,656473.711,6864298.626,48.8772371758, 2.4065459398
STIF:StopPoint:Q:21950:,71808,Gambetta,43055,Gambetta,21950,GAMBETTA,StopPoint:59329,STIF:Line::C01373:,3,C01373,100110003:3,-,METRO,METRO,2017-01-03,1,655870.474,6862918.532,48.8647851694, 2.39846483494
STIF:StopPoint:Q:21951:,71885,Place des Fêtes,44396,Place des Fêtes,21951,PLACE DES FÊTES,StopPoint:59638,STIF:Line::C01381:,11,C01381,100110011:11,-,METRO,METRO,2017-01-03,1,655491.89,6864249.913,48.876732003, 2.39316504242
STIF:StopPoint:Q:21952:,71940,Jaurès,43425,Jaurès,21952,JAURÈS,StopPoint:59635,STIF:Line::C01375:,5,C01375,100110005:5,-,METRO,METRO,2017-01-03,1,653842.729,6864946.365,48.8828789234, 2.37060520865
STIF:StopPoint:Q:21954:,71557,Olympiades,44217,Olympiades,21954,OLYMPIADES,StopPoint:59552,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,653532.677,6858729.732,48.8269508589, 2.36705703287
STIF:StopPoint:Q:21955:,71572,Bibliothèque François Mitterrand,45301,Bibliothèque François Mitterrand,21955,BIBLIOTHÈQUE-FRANÇOIS MITTERRAND,StopPoint:59553,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,654201.94,6859045.0,48.8298340117, 2.37613892085
STIF:StopPoint:Q:21956:,71576,Cour Saint-Emilion,45234,Cour Saint-Emilion,21956,COUR SAINT-EMILION,StopPoint:59411,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,655025.628,6859425.753,48.8333161767, 2.38731849974
STIF:StopPoint:Q:21957:,71607,Bercy (Métro),45232,Bercy (Métro),21957,BERCY,StopPoint:59410,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,654452.765,6860234.081,48.8405453141, 2.37942822148
STIF:StopPoint:Q:21958:,73626,Gare de Lyon,43153,Gare de Lyon,21958,GARE DE LYON,StopPoint:59554,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,653993.911,6860694.661,48.8446547335, 2.37312687291
STIF:StopPoint:Q:21959:,71264,Châtelet,42587,Châtelet,21959,CHÂTELET,StopPoint:59644,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,652117.53,6862300.47,48.8589589817, 2.3473798475
STIF:StopPoint:Q:21960:,73788,Pyramides,44579,Pyramides,21960,PYRAMIDES,StopPoint:59409,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,651174.316,6863159.882,48.866616739, 2.33442606613
STIF:StopPoint:Q:21961:,71324,Madeleine,43898,Madeleine,21961,MADELEINE,StopPoint:59555,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,650425.588,6863495.975,48.8695819614, 2.3241809626
STIF:StopPoint:Q:21962:,71370,Gare Saint-Lazare,58566,Gare Saint-Lazare,21962,SAINT-LAZARE,StopPoint:59220,STIF:Line::C01384:,14,C01384,100110014:14,-,METRO,METRO,2017-01-03,1,650507.1,6864157.89,48.8755406669, 2.32521500427
STIF:StopPoint:Q:21963:,71370,Gare Saint-Lazare,58566,Gare Saint-Lazare,21963,SAINT-LAZARE,StopPoint:59221,STIF:Line::C01373:,3,C01373,100110003:3,-,METRO,METRO,2017-01-03,1,650536.215,6864173.636,48.8756845032, 2.3256101047
